cod_manzana,municipio,area_m2,impermeabilizacion,categoria_urbana,densidad_construida
0504520020500200010110,Apartadó,1421,0.95,urbano_denso,0.6517
0504520010301100010115,Apartadó,935,0.95,urbano_denso,0.6937
0504520010301100010227,Apartadó,1808,0.95,urbano_denso,0.6275
0504520010101400010108,Apartadó,4473,0.8,urbano_denso,0.5367
0505110000000000010139,Arboletes,1774,0.95,urbano_denso,0.6295
0505110000000000010531,Arboletes,6471,0.6,urbano_medio,0.4997
0505110000000000010538,Arboletes,11465,0.6,urbano_medio,0.4423
0514710000000000020412,Carepa,1596,0.95,urbano_denso,0.64
0549020120301300010103,Necoclí,4078,0.8,urbano_denso,0.546
0565910000000000010103,San Juan de Urabá,8161,0.6,urbano_medio,0.4764
0565920010100100010125,San Juan de Urabá,1637,0.95,urbano_denso,0.6375
0566510000000000010158,San Pedro de Urabá,33302,0.35,urbano_medio,0.3354
0566510000000000010201,San Pedro de Urabá,20108,0.35,urbano_medio,0.386
0566510000000000010824,San Pedro de Urabá,3144,0.8,urbano_denso,0.5721
0566510000000000010866,San Pedro de Urabá,23492,0.35,urbano_medio,0.3704
0566510000000000010907,San Pedro de Urabá,12619,0.6,urbano_medio,0.4327
0583720090700100010417,Turbo,2751,0.8,urbano_denso,0.5855
0583720090600300010344,Turbo,8771,0.6,urbano_medio,0.4692
0583720080301000010109,Turbo,7830,0.6,urbano_medio,0.4806
0583720020101300010122,Turbo,21110,0.35,urbano_medio,0.3811
0583720050202800010107,Turbo,12427,0.6,urbano_medio,0.4342
0583720030802900010113,Turbo,6240,0.6,urbano_medio,0.5033
0583720090603100010108,Turbo,4522,0.8,urbano_denso,0.5356
0583720090103900010112,Turbo,2418,0.8,urbano_denso,0.5984
0583720100700200020108,Turbo,2328,0.8,urbano_denso,0.6022
0583720100700200020205,Turbo,443,0.95,urbano_denso,0.7685
0504520020500200010121,Apartadó,815,0.95,urbano_denso,0.7074
0504520020300900010117,Apartadó,1996,0.95,urbano_denso,0.6176
0505110000000000011003,Arboletes,3103,0.8,urbano_denso,0.5734
0505110000000000011114,Arboletes,1791,0.95,urbano_denso,0.6285
0505120030200900010106,Arboletes,9970,0.6,urbano_medio,0.4563
0505120040101000010106,Arboletes,2895,0.8,urbano_denso,0.5803
0505120030101100010132,Arboletes,3060,0.8,urbano_denso,0.5748
0514710000000000010221,Carepa,424,0.95,urbano_denso,0.7728
0549010000000000010436,Necoclí,4042,0.8,urbano_denso,0.5469
0549020120100700010110,Necoclí,5267,0.6,urbano_medio,0.5203
0566510000000000010867,San Pedro de Urabá,3066,0.8,urbano_denso,0.5746
0583720100700200010503,Turbo,2131,0.8,urbano_denso,0.6111
0583720100400800010114,Turbo,3035,0.8,urbano_denso,0.5756
0583720090603100010111,Turbo,498,0.95,urbano_denso,0.7567
0583720050603700010101,Turbo,4984,0.8,urbano_denso,0.5259
0514710000000000010410,Carepa,4088,0.8,urbano_denso,0.5457
0549020050300500010101,Necoclí,6011,0.6,urbano_medio,0.5071
0565910000000000010312,San Juan de Urabá,2789,0.8,urbano_denso,0.5841
0566510000000000010738,San Pedro de Urabá,17152,0.35,urbano_medio,0.4019
0514710000000000010323,Carepa,9603,0.6,urbano_medio,0.4601
0514710000000000010516,Carepa,3107,0.8,urbano_denso,0.5733
0514710000000000020214,Carepa,1844,0.95,urbano_denso,0.6256
0514710000000000020426,Carepa,5231,0.6,urbano_medio,0.521
0514710000000000020430,Carepa,579,0.95,urbano_denso,0.7416
0514710000000000020507,Carepa,2816,0.8,urbano_denso,0.5831
0514720011001000010101,Carepa,1192,0.95,urbano_denso,0.6693
0514720011001000010110,Carepa,1939,0.95,urbano_denso,0.6205
0517210000000000010217,Chigorodó,2988,0.8,urbano_denso,0.5772
0517210000000000010514,Chigorodó,2829,0.8,urbano_denso,0.5827
0517210000000000010526,Chigorodó,5363,0.6,urbano_medio,0.5185
0517210000000000020312,Chigorodó,4770,0.8,urbano_denso,0.5303
0517210000000000030207,Chigorodó,5941,0.6,urbano_medio,0.5083
0517210000000000050108,Chigorodó,4805,0.8,urbano_denso,0.5295
0517210000000000050519,Chigorodó,5209,0.6,urbano_medio,0.5214
0517210000000000050704,Chigorodó,2518,0.8,urbano_denso,0.5944
0517210000000000060407,Chigorodó,3558,0.8,urbano_denso,0.5597
0517210000000000060710,Chigorodó,2443,0.8,urbano_denso,0.5974
0517210000000000060739,Chigorodó,15473,0.35,urbano_medio,0.4122
0517210000000000060904,Chigorodó,2687,0.8,urbano_denso,0.5878
0549020030200400010122,Necoclí,6436,0.6,urbano_medio,0.5002
0565910000000000010104,San Juan de Urabá,7664,0.6,urbano_medio,0.4827
0566510000000000011008,San Pedro de Urabá,3484,0.8,urbano_denso,0.5618
0583720110201800010317,Turbo,2123,0.8,urbano_denso,0.6115
0583720110201800010331,Turbo,3466,0.8,urbano_denso,0.5623
0504520020300900010209,Apartadó,3363,0.8,urbano_denso,0.5653
0504520020300900010212,Apartadó,1695,0.95,urbano_denso,0.634
0504520010301100010216,Apartadó,5351,0.6,urbano_medio,0.5187
0505110000000000010119,Arboletes,6111,0.6,urbano_medio,0.5054
0505110000000000010215,Arboletes,3696,0.8,urbano_denso,0.5559
0505120020500300010102,Arboletes,10675,0.6,urbano_medio,0.4495
0514710000000000020510,Carepa,2289,0.8,urbano_denso,0.6039
0549010000000000010102,Necoclí,11947,0.6,urbano_medio,0.4382
0549010000000000010224,Necoclí,5651,0.6,urbano_medio,0.5133
0549020050300500010208,Necoclí,3173,0.8,urbano_denso,0.5712
0549020050300500010218,Necoclí,685,0.95,urbano_denso,0.7249
0549020120600600010110,Necoclí,3562,0.8,urbano_denso,0.5596
0565910000000000010206,San Juan de Urabá,9365,0.6,urbano_medio,0.4626
0565910000000000010216,San Juan de Urabá,6755,0.6,urbano_medio,0.4954
0565910000000000010509,San Juan de Urabá,2543,0.8,urbano_denso,0.5934
0565920020300400010103,San Juan de Urabá,24595,0.35,urbano_medio,0.3658
0565920010200600010104,San Juan de Urabá,8359,0.6,urbano_medio,0.474
0566510000000000010662,San Pedro de Urabá,5420,0.6,urbano_medio,0.5175
0566510000000000010725,San Pedro de Urabá,4078,0.8,urbano_denso,0.546
0566510000000000010840,San Pedro de Urabá,3154,0.8,urbano_denso,0.5717
0583720090700100010115,Turbo,3524,0.8,urbano_denso,0.5606
0583720090700100010139,Turbo,2187,0.8,urbano_denso,0.6085
0583720090700100010141,Turbo,1870,0.95,urbano_denso,0.6242
0583720090700100020231,Turbo,3451,0.8,urbano_denso,0.5627
0583720100700200020512,Turbo,1886,0.95,urbano_denso,0.6233
0583720090600300010105,Turbo,6787,0.6,urbano_medio,0.4949
0583720090600300010312,Turbo,2471,0.8,urbano_denso,0.5962
0504520030101500010112,Apartadó,1707,0.95,urbano_denso,0.6333
0504520020300900010226,Apartadó,1288,0.95,urbano_denso,0.6615
0505110000000000011016,Arboletes,1735,0.95,urbano_denso,0.6317
0505120030101100010135,Arboletes,2616,0.8,urbano_denso,0.5905
0505120030101100010136,Arboletes,1705,0.95,urbano_denso,0.6334
0514710000000000020105,Carepa,1795,0.95,urbano_denso,0.6283
0549010000000000010811,Necoclí,1766,0.95,urbano_denso,0.6299
0565920010300300010127,San Juan de Urabá,1184,0.95,urbano_denso,0.67
0566510000000000030103,San Pedro de Urabá,5372,0.6,urbano_medio,0.5183
0566520040200800010101,San Pedro de Urabá,851,0.95,urbano_denso,0.703
0583720100400800010111,Turbo,1485,0.95,urbano_denso,0.6473
0514710000000000010132,Carepa,3703,0.8,urbano_denso,0.5557
0514710000000000010621,Carepa,5863,0.6,urbano_medio,0.5096
0514710000000000010726,Carepa,2002,0.8,urbano_denso,0.6173
0514710000000000020909,Carepa,1493,0.95,urbano_denso,0.6467
0514710000000000030101,Carepa,2149,0.8,urbano_denso,0.6102
0514710000000000030639,Carepa,1351,0.95,urbano_denso,0.6567
0517210000000000010121,Chigorodó,2698,0.8,urbano_denso,0.5874
0517210000000000010213,Chigorodó,863,0.95,urbano_denso,0.7017
0517210000000000010601,Chigorodó,4963,0.8,urbano_denso,0.5263
0517210000000000020407,Chigorodó,2838,0.8,urbano_denso,0.5824
0517210000000000020436,Chigorodó,3227,0.8,urbano_denso,0.5695
0517210000000000030114,Chigorodó,4729,0.8,urbano_denso,0.5311
0517210000000000040106,Chigorodó,49505,0.35,urbano_medio,0.2956
0517210000000000050415,Chigorodó,2002,0.8,urbano_denso,0.6173
0517210000000000050505,Chigorodó,2468,0.8,urbano_denso,0.5964
0517210000000000050607,Chigorodó,5110,0.6,urbano_medio,0.5234
0517210000000000060211,Chigorodó,3587,0.8,urbano_denso,0.5589
0517210000000000060512,Chigorodó,883,0.95,urbano_denso,0.6994
0517210000000000060711,Chigorodó,2411,0.8,urbano_denso,0.5987
0517210000000000060719,Chigorodó,4007,0.8,urbano_denso,0.5478
0517210000000000060722,Chigorodó,2036,0.8,urbano_denso,0.6157
0549020030200400010109,Necoclí,2876,0.8,urbano_denso,0.581
0565910000000000010139,San Juan de Urabá,1732,0.95,urbano_denso,0.6318
0583720110201800010104,Turbo,5062,0.6,urbano_medio,0.5243
0583720110201800010203,Turbo,1970,0.95,urbano_denso,0.619
0583720110201800010307,Turbo,9433,0.6,urbano_medio,0.4619
0505110000000000010328,Arboletes,2268,0.8,urbano_denso,0.6048
0505110000000000010517,Arboletes,1996,0.95,urbano_denso,0.6176
0505110000000000011117,Arboletes,1791,0.95,urbano_denso,0.6285
0514710000000000020612,Carepa,1815,0.95,urbano_denso,0.6272
0549010000000000010204,Necoclí,27984,0.35,urbano_medio,0.3528
0565920010300300010106,San Juan de Urabá,1779,0.95,urbano_denso,0.6292
0566510000000000030102,San Pedro de Urabá,25047,0.35,urbano_medio,0.3639
0583720090700100020303,Turbo,3692,0.8,urbano_denso,0.556
0583720090600300010106,Turbo,1608,0.95,urbano_denso,0.6393
0505120020500300010103,Arboletes,10702,0.6,urbano_medio,0.4492
0504520020300900010205,Apartadó,3935,0.8,urbano_denso,0.5496
0504520020300900010315,Apartadó,2720,0.8,urbano_denso,0.5866
0505110000000000010814,Arboletes,2198,0.8,urbano_denso,0.6079
0505110000000000011002,Arboletes,17355,0.35,urbano_medio,0.4007
0505110000000000011014,Arboletes,2270,0.8,urbano_denso,0.6047
0549010000000000010409,Necoclí,6106,0.6,urbano_medio,0.5055
0549010000000000010717,Necoclí,2795,0.8,urbano_denso,0.5839
0549020120300300010112,Necoclí,27355,0.35,urbano_medio,0.3551
0549020120100700010117,Necoclí,1054,0.95,urbano_denso,0.6816
0549020090200800010113,Necoclí,9030,0.6,urbano_medio,0.4663
0549020040400900010120,Necoclí,10580,0.6,urbano_medio,0.4504
0549020120301400010109,Necoclí,6455,0.6,urbano_medio,0.4999
0565920010100100010110,San Juan de Urabá,1762,0.95,urbano_denso,0.6301
0565920010300300010122,San Juan de Urabá,920,0.95,urbano_denso,0.6953
0565920010300300010129,San Juan de Urabá,1681,0.95,urbano_denso,0.6348
0566510000000000010659,San Pedro de Urabá,1074,0.95,urbano_denso,0.6797
0566510000000000010723,San Pedro de Urabá,2935,0.8,urbano_denso,0.579
0566510000000000010859,San Pedro de Urabá,3863,0.8,urbano_denso,0.5514
0583720090700100010102,Turbo,2299,0.8,urbano_denso,0.6035
0583720090700100020115,Turbo,9657,0.6,urbano_medio,0.4595
0583720100700200020420,Turbo,1553,0.95,urbano_denso,0.6428
0583720080301000010116,Turbo,5447,0.6,urbano_medio,0.517
0583720090302300010103,Turbo,4324,0.8,urbano_denso,0.5401
0583720090603100010110,Turbo,458,0.95,urbano_denso,0.7651
0514710000000000010525,Carepa,13294,0.6,urbano_medio,0.4275
0514710000000000010613,Carepa,1971,0.95,urbano_denso,0.6189
0514710000000000020238,Carepa,2293,0.8,urbano_denso,0.6037
0514710000000000020302,Carepa,1170,0.95,urbano_denso,0.6712
0514710000000000030203,Carepa,1094,0.95,urbano_denso,0.6779
0514710000000000030526,Carepa,1365,0.95,urbano_denso,0.6557
0514710000000000030546,Carepa,1640,0.95,urbano_denso,0.6373
0514710000000000030547,Carepa,1467,0.95,urbano_denso,0.6485
0514720011001000010107,Carepa,1348,0.95,urbano_denso,0.657
0517210000000000010322,Chigorodó,1637,0.95,urbano_denso,0.6375
0517210000000000020106,Chigorodó,4336,0.8,urbano_denso,0.5398
0517210000000000030214,Chigorodó,4116,0.8,urbano_denso,0.5451
0517210000000000050327,Chigorodó,10271,0.6,urbano_medio,0.4533
0517210000000000050428,Chigorodó,2959,0.8,urbano_denso,0.5782
0517210000000000060121,Chigorodó,2580,0.8,urbano_denso,0.5919
0517210000000000060607,Chigorodó,10015,0.6,urbano_medio,0.4559
0517210000000000060720,Chigorodó,1360,0.95,urbano_denso,0.6561
0517210000000000061014,Chigorodó,1171,0.95,urbano_denso,0.6711
0549020090501500010103,Necoclí,7431,0.6,urbano_medio,0.4858
0565910000000000010217,San Juan de Urabá,5944,0.6,urbano_medio,0.5082
0565910000000000010407,San Juan de Urabá,17536,0.35,urbano_medio,0.3997
0566510000000000020109,San Pedro de Urabá,1238,0.95,urbano_denso,0.6655
0504520020500200010113,Apartadó,1444,0.95,urbano_denso,0.6501
0504520020500200010309,Apartadó,4004,0.8,urbano_denso,0.5478
0504520020300900010119,Apartadó,20578,0.35,urbano_medio,0.3836
0505110000000000010918,Arboletes,1367,0.95,urbano_denso,0.6556
0505110000000000011103,Arboletes,1830,0.95,urbano_denso,0.6263
0505110000000000011111,Arboletes,1812,0.95,urbano_denso,0.6273
0505120040101000010101,Arboletes,7096,0.6,urbano_medio,0.4904
0505120040101000010122,Arboletes,17261,0.35,urbano_medio,0.4013
0505120030101100010125,Arboletes,7480,0.6,urbano_medio,0.4852
0549010000000000010210,Necoclí,2767,0.8,urbano_denso,0.5849
0549010000000000010804,Necoclí,1860,0.95,urbano_denso,0.6247
0549020030300200010110,Necoclí,6921,0.6,urbano_medio,0.4929
0549020120600600010114,Necoclí,54438,0.15,periurbano,0.2861
0566510000000000010355,San Pedro de Urabá,6520,0.6,urbano_medio,0.4989
0566510000000000020113,San Pedro de Urabá,2637,0.8,urbano_denso,0.5897
0583720090700100010612,Turbo,5109,0.6,urbano_medio,0.5234
0583720090700100020421,Turbo,6752,0.6,urbano_medio,0.4954
0583720100700200010306,Turbo,3671,0.8,urbano_denso,0.5565
0583720100700200010403,Turbo,2140,0.8,urbano_denso,0.6107
0583720100400800010108,Turbo,2290,0.8,urbano_denso,0.6039
0583720100400800010206,Turbo,733,0.95,urbano_denso,0.7181
0583720090302500010101,Turbo,141649,0.15,periurbano,0.1901
0504520050300100010102,Apartadó,2415,0.8,urbano_denso,0.5985
0504520020500200010123,Apartadó,803,0.95,urbano_denso,0.7089
0505110000000000010412,Arboletes,5076,0.6,urbano_medio,0.524
0505120060600500010106,Arboletes,5472,0.6,urbano_medio,0.5165
0514710000000000010122,Carepa,1111,0.95,urbano_denso,0.6763
0565920010100500010112,San Juan de Urabá,3050,0.8,urbano_denso,0.5751
0565920010200600010105,San Juan de Urabá,2187,0.8,urbano_denso,0.6085
0549010000000000010110,Necoclí,1917,0.95,urbano_denso,0.6217
0549010000000000010131,Necoclí,5272,0.6,urbano_medio,0.5202
0549010000000000010907,Necoclí,1473,0.95,urbano_denso,0.6481
0549020120600100010232,Necoclí,4520,0.8,urbano_denso,0.5357
0549020030300200010130,Necoclí,2914,0.8,urbano_denso,0.5797
0549020090200800010104,Necoclí,17977,0.35,urbano_medio,0.3972
0549020090501500010119,Necoclí,8490,0.6,urbano_medio,0.4724
0565920010100100010118,San Juan de Urabá,6087,0.6,urbano_medio,0.5058
0566510000000000010549,San Pedro de Urabá,7265,0.6,urbano_medio,0.4881
0566510000000000010658,San Pedro de Urabá,3178,0.8,urbano_denso,0.571
0583720090700100010202,Turbo,2303,0.8,urbano_denso,0.6033
0583720090700100010221,Turbo,692,0.95,urbano_denso,0.7238
0583720090700100010305,Turbo,3834,0.8,urbano_denso,0.5522
0583720100700200020216,Turbo,1097,0.95,urbano_denso,0.6776
0583720100700200020319,Turbo,1451,0.95,urbano_denso,0.6496
0583720100700200020321,Turbo,838,0.95,urbano_denso,0.7046
0583720100700200020404,Turbo,1531,0.95,urbano_denso,0.6442
0583720100700200020514,Turbo,2407,0.8,urbano_denso,0.5989
0583720050200500010102,Turbo,6321,0.6,urbano_medio,0.502
0583720080301000010115,Turbo,4946,0.8,urbano_denso,0.5266
0583720030802900010102,Turbo,6998,0.6,urbano_medio,0.4918
0514710000000000010614,Carepa,4330,0.8,urbano_denso,0.54
0514710000000000020609,Carepa,1814,0.95,urbano_denso,0.6272
0514710000000000020904,Carepa,1863,0.95,urbano_denso,0.6245
0514710000000000030109,Carepa,1045,0.95,urbano_denso,0.6825
0514710000000000030436,Carepa,1952,0.95,urbano_denso,0.6199
0514710000000000030548,Carepa,696,0.95,urbano_denso,0.7232
0514710000000000030549,Carepa,1401,0.95,urbano_denso,0.6531
0514720011001000010104,Carepa,2371,0.8,urbano_denso,0.6004
0514720011001000010130,Carepa,1864,0.95,urbano_denso,0.6245
0517210000000000010114,Chigorodó,1473,0.95,urbano_denso,0.6481
0517210000000000020422,Chigorodó,4948,0.8,urbano_denso,0.5266
0517210000000000050203,Chigorodó,1527,0.95,urbano_denso,0.6445
0517210000000000050322,Chigorodó,2622,0.8,urbano_denso,0.5903
0517210000000000050608,Chigorodó,2120,0.8,urbano_denso,0.6116
0517210000000000050807,Chigorodó,2434,0.8,urbano_denso,0.5977
0517210000000000060404,Chigorodó,2254,0.8,urbano_denso,0.6055
0517210000000000060706,Chigorodó,1457,0.95,urbano_denso,0.6492
0517210000000000060819,Chigorodó,2781,0.8,urbano_denso,0.5844
0565910000000000010310,San Juan de Urabá,1799,0.95,urbano_denso,0.628
0565910000000000010605,San Juan de Urabá,4060,0.8,urbano_denso,0.5464
0583720110201800010309,Turbo,6289,0.6,urbano_medio,0.5025
0504520010301100010234,Apartadó,1817,0.95,urbano_denso,0.627
0505110000000000010326,Arboletes,2363,0.8,urbano_denso,0.6007
0514710000000000030410,Carepa,1096,0.95,urbano_denso,0.6777
0549020030300200010119,Necoclí,3429,0.8,urbano_denso,0.5634
0549020030300200010211,Necoclí,14273,0.6,urbano_medio,0.4203
0549020120100700010115,Necoclí,562,0.95,urbano_denso,0.7446
0566510000000000030112,San Pedro de Urabá,1344,0.95,urbano_denso,0.6573
0583720090700100020348,Turbo,1184,0.95,urbano_denso,0.6699
0583720090600300010215,Turbo,5317,0.6,urbano_medio,0.5194
0583720080301000010121,Turbo,8015,0.6,urbano_medio,0.4782
0583720070201200010117,Turbo,2345,0.8,urbano_denso,0.6015
0583720050603700010103,Turbo,4777,0.8,urbano_denso,0.5301
0504520010301100010225,Apartadó,1325,0.95,urbano_denso,0.6587
0504520030101500010115,Apartadó,2272,0.8,urbano_denso,0.6047
0504520010101600010114,Apartadó,883,0.95,urbano_denso,0.6993
0504520020500200010119,Apartadó,4920,0.8,urbano_denso,0.5272
0504520010301100010114,Apartadó,1225,0.95,urbano_denso,0.6666
0505110000000000010138,Arboletes,1417,0.95,urbano_denso,0.652
0505110000000000010343,Arboletes,2560,0.8,urbano_denso,0.5927
0505110000000000011009,Arboletes,3212,0.8,urbano_denso,0.5699
0505120060400100010107,Arboletes,2299,0.8,urbano_denso,0.6035
0505120020500300010107,Arboletes,10955,0.6,urbano_medio,0.4469
0505120040101000010123,Arboletes,21895,0.35,urbano_medio,0.3774
0505120030101100010101,Arboletes,4601,0.8,urbano_denso,0.5339
0517220060601500010102,Chigorodó,4034,0.8,urbano_denso,0.5471
0549020120600100010127,Necoclí,4269,0.8,urbano_denso,0.5414
0549020030300200010128,Necoclí,1873,0.95,urbano_denso,0.624
0549020120600600010118,Necoclí,67123,0.15,periurbano,0.2651
0549020040400900010109,Necoclí,2221,0.8,urbano_denso,0.6069
0565920010100100010129,San Juan de Urabá,7876,0.6,urbano_medio,0.48
0565920010300300010134,San Juan de Urabá,6280,0.6,urbano_medio,0.5027
0565920010100500010108,San Juan de Urabá,4298,0.8,urbano_denso,0.5407
0566510000000000010126,San Pedro de Urabá,4975,0.8,urbano_denso,0.526
0566510000000000010826,San Pedro de Urabá,7916,0.6,urbano_medio,0.4795
0566520020300300010102,San Pedro de Urabá,22650,0.35,urbano_medio,0.374
0583720100700200010213,Turbo,2031,0.8,urbano_denso,0.6159
0583720090700100010715,Turbo,36747,0.35,urbano_medio,0.3255
0583720090600300010327,Turbo,5441,0.6,urbano_medio,0.5171
0583720030700600010103,Turbo,9787,0.6,urbano_medio,0.4582
0583720100400800010105,Turbo,1718,0.95,urbano_denso,0.6327
0583720100400800010113,Turbo,2694,0.8,urbano_denso,0.5876
0583720080301000010103,Turbo,3481,0.8,urbano_denso,0.5619
0583720090102700010104,Turbo,19989,0.35,urbano_medio,0.3866
0583720050202800010101,Turbo,2685,0.8,urbano_denso,0.5879
0514710000000000010402,Carepa,1993,0.95,urbano_denso,0.6178
0514710000000000010714,Carepa,1344,0.95,urbano_denso,0.6572
0514710000000000020228,Carepa,1202,0.95,urbano_denso,0.6685
0514710000000000020311,Carepa,1888,0.95,urbano_denso,0.6232
0514710000000000020523,Carepa,1907,0.95,urbano_denso,0.6222
0514710000000000030113,Carepa,3731,0.8,urbano_denso,0.5549
0514710000000000030405,Carepa,2188,0.8,urbano_denso,0.6084
0514710000000000030555,Carepa,1872,0.95,urbano_denso,0.6241
0517210000000000010117,Chigorodó,13750,0.6,urbano_medio,0.4241
0517210000000000020402,Chigorodó,4512,0.8,urbano_denso,0.5358
0517210000000000050128,Chigorodó,2711,0.8,urbano_denso,0.5869
0517210000000000050319,Chigorodó,1090,0.95,urbano_denso,0.6783
0517210000000000050814,Chigorodó,15284,0.35,urbano_medio,0.4135
0517210000000000060822,Chigorodó,2558,0.8,urbano_denso,0.5928
0565910000000000010614,San Juan de Urabá,2120,0.8,urbano_denso,0.6116
0565910000000000010801,San Juan de Urabá,1323,0.95,urbano_denso,0.6588
0566510000000000010865,San Pedro de Urabá,3273,0.8,urbano_denso,0.568
0583720110201800010129,Turbo,6520,0.6,urbano_medio,0.4989
0504520010101400010106,Apartadó,7605,0.6,urbano_medio,0.4835
0505110000000000010322,Arboletes,2035,0.8,urbano_denso,0.6157
0504520010301100010218,Apartadó,1951,0.95,urbano_denso,0.6199
0504520020300900010126,Apartadó,2408,0.8,urbano_denso,0.5988
0504520020300900010323,Apartadó,6464,0.6,urbano_medio,0.4998
0505110000000000010405,Arboletes,3621,0.8,urbano_denso,0.5579
0549020120101100010106,Necoclí,5439,0.6,urbano_medio,0.5171
0549010000000000010116,Necoclí,3429,0.8,urbano_denso,0.5634
0549010000000000010229,Necoclí,9479,0.6,urbano_medio,0.4614
0549010000000000010702,Necoclí,1791,0.95,urbano_denso,0.6285
0549020120301400010102,Necoclí,15684,0.35,urbano_medio,0.4109
0583720100700200010303,Turbo,2992,0.8,urbano_denso,0.5771
0583720100700200020308,Turbo,1946,0.95,urbano_denso,0.6202
0566510000000000010125,San Pedro de Urabá,4133,0.8,urbano_denso,0.5446
0583720090700100010214,Turbo,3563,0.8,urbano_denso,0.5595
0583720090600300010333,Turbo,3173,0.8,urbano_denso,0.5711
0583720030700600010111,Turbo,4259,0.8,urbano_denso,0.5416
0583720080301000010117,Turbo,5510,0.6,urbano_medio,0.5158
0583720090402400010105,Turbo,10934,0.6,urbano_medio,0.4471
0583720090503500010101,Turbo,11557,0.6,urbano_medio,0.4415
0504520020500200010102,Apartadó,1992,0.95,urbano_denso,0.6179
0504520020300900010308,Apartadó,2295,0.8,urbano_denso,0.6037
0504520010301100010113,Apartadó,2582,0.8,urbano_denso,0.5918
0505110000000000010511,Arboletes,1129,0.95,urbano_denso,0.6747
0505110000000000010913,Arboletes,3410,0.8,urbano_denso,0.5639
0505120040101000010117,Arboletes,2334,0.8,urbano_denso,0.602
0514710000000000010218,Carepa,1858,0.95,urbano_denso,0.6248
0514710000000000020620,Carepa,1033,0.95,urbano_denso,0.6837
0514710000000000020625,Carepa,507,0.95,urbano_denso,0.755
0514710000000000020724,Carepa,1576,0.95,urbano_denso,0.6413
0514710000000000030433,Carepa,1168,0.95,urbano_denso,0.6713
0549010000000000010322,Necoclí,4762,0.8,urbano_denso,0.5304
0549010000000000010606,Necoclí,30709,0.35,urbano_medio,0.3435
0549010000000000010713,Necoclí,22129,0.35,urbano_medio,0.3764
0549010000000000010807,Necoclí,1615,0.95,urbano_denso,0.6388
0565920010100100010126,San Juan de Urabá,4971,0.8,urbano_denso,0.5261
0565920010100100010127,San Juan de Urabá,7271,0.6,urbano_medio,0.488
0566520040200200010103,San Pedro de Urabá,2279,0.8,urbano_denso,0.6043
0583720090700100020354,Turbo,1742,0.95,urbano_denso,0.6313
0583720090700100020416,Turbo,4098,0.8,urbano_denso,0.5455
0583720090700100020505,Turbo,3549,0.8,urbano_denso,0.5599
0583720100700200010202,Turbo,1296,0.95,urbano_denso,0.661
0583720100700200010308,Turbo,4123,0.8,urbano_denso,0.5449
0583720100700200020126,Turbo,722,0.95,urbano_denso,0.7196
0583720100400800010201,Turbo,1767,0.95,urbano_denso,0.6298
0583720100400800010211,Turbo,792,0.95,urbano_denso,0.7103
0583720070201200010125,Turbo,6647,0.6,urbano_medio,0.497
0514710000000000010505,Carepa,3093,0.8,urbano_denso,0.5737
0514710000000000010811,Carepa,991,0.95,urbano_denso,0.6879
0514710000000000020213,Carepa,1433,0.95,urbano_denso,0.6509
0514710000000000020312,Carepa,1803,0.95,urbano_denso,0.6278
0514710000000000020901,Carepa,3322,0.8,urbano_denso,0.5666
0514710000000000030121,Carepa,1420,0.95,urbano_denso,0.6518
0514710000000000030541,Carepa,3419,0.8,urbano_denso,0.5637
0514720011001000010109,Carepa,632,0.95,urbano_denso,0.7328
0517210000000000010212,Chigorodó,1409,0.95,urbano_denso,0.6526
0517210000000000010505,Chigorodó,3163,0.8,urbano_denso,0.5715
0517210000000000010534,Chigorodó,2047,0.8,urbano_denso,0.6151
0517210000000000020224,Chigorodó,1702,0.95,urbano_denso,0.6336
0517210000000000020228,Chigorodó,259,0.95,urbano_denso,0.8222
0517210000000000050311,Chigorodó,2637,0.8,urbano_denso,0.5897
0517210000000000050409,Chigorodó,2017,0.8,urbano_denso,0.6166
0517210000000000050526,Chigorodó,660,0.95,urbano_denso,0.7285
0517210000000000050703,Chigorodó,8768,0.6,urbano_medio,0.4692
0517210000000000060105,Chigorodó,1909,0.95,urbano_denso,0.6221
0517210000000000060806,Chigorodó,2125,0.8,urbano_denso,0.6114
0517210000000000060807,Chigorodó,2575,0.8,urbano_denso,0.5921
0517210000000000060903,Chigorodó,6236,0.6,urbano_medio,0.5034
0517210000000000061019,Chigorodó,1685,0.95,urbano_denso,0.6346
0549020050300500010211,Necoclí,2341,0.8,urbano_denso,0.6016
0565910000000000010618,San Juan de Urabá,5480,0.6,urbano_medio,0.5164
0565910000000000010805,San Juan de Urabá,712,0.95,urbano_denso,0.7209
0583720110201800010124,Turbo,1901,0.95,urbano_denso,0.6225
0504520020300900010303,Apartadó,1333,0.95,urbano_denso,0.6581
0504520020300900010301,Apartadó,6982,0.6,urbano_medio,0.4921
0504520050300100010104,Apartadó,1308,0.95,urbano_denso,0.66
0504520020300900010310,Apartadó,1325,0.95,urbano_denso,0.6587
0505110000000000010211,Arboletes,3204,0.8,urbano_denso,0.5702
0505110000000000010341,Arboletes,645,0.95,urbano_denso,0.7309
0505110000000000011102,Arboletes,1802,0.95,urbano_denso,0.6279
0505120020500300010101,Arboletes,3607,0.8,urbano_denso,0.5583
0505120020500300010112,Arboletes,1597,0.95,urbano_denso,0.64
0505120060600500010105,Arboletes,2807,0.8,urbano_denso,0.5834
0505120030101100010115,Arboletes,5605,0.6,urbano_medio,0.5141
